,CODI EOI,NOM ESTACIO,DATA,MAGNITUD,CONTAMINANT,UNITATS,TIPUS ESTACIO,AREA URBANA,CODI INE,MUNICIPI,CODI COMARCA,NOM COMARCA,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,ALTITUD,LATITUD,LONGITUD,Georeferència 
2248,8019042,Barcelona (Sants),22/03/2023,12,NOX,µg/m3,background,urban,8019,Barcelona,13,Barcelonès,36.0,37.0,32.0,31.0,18.0,15.0,31.0,55.0,48.0,32.0,39.0,23.0,13.0,12.0,11.0,10.0,10.0,12.0,15.0,16.0,14.0,13.0,12.0,10.0,35,41.37878,2.133099,
25099,43123005,Reus,18/01/2023,12,NOX,µg/m3,traffic,suburban,43123,Reus,8,Baix Camp,2.0,3.0,2.0,2.0,1.0,2.0,6.0,10.0,11.0,12.0,5.0,5.0,6.0,8.0,10.0,12.0,12.0,11.0,9.0,8.0,4.0,4.0,2.0,1.0,102,41.150803,1.1202013,POINT (1.1202013 41.150803)
9740,17184001,Santa Pau,01/03/2023,7,NO,µg/m3,background,rural,17184,Santa Pau,19,Garrotxa,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,496,42.14328,2.5102024,POINT (2.5102024 42.14328)
23,8074005,Cubelles (Poliesportiu),27/03/2023,7,NO,µg/m3,background,suburban,8074,Cubelles,17,Garraf,3.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,5,41.202198,1.6722002,
20097,8121013,Mataró,01/02/2023,7,NO,µg/m3,background,urban,8121,Mataró,21,Maresme,1.0,2.0,1.0,1.0,1.0,7.0,14.0,53.0,52.0,9.0,6.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,30.0,17.0,10.0,3.0,1.0,40,41.547176,2.4432983,POINT (2.4432983 41.547176)
11823,43064001,Gandesa,24/02/2023,14,O3,µg/m3,background,rural,43064,Gandesa,37,Terra Alta,54.0,55.0,59.0,65.0,66.0,71.0,69.0,68.0,65.0,75.0,79.0,80.0,78.0,78.0,80.0,82.0,81.0,81.0,67.0,61.0,50.0,55.0,56.0,61.0,368,41.058212,0.43969983,POINT (0.43969983 41.058212)
20300,8019058,Barcelona (Observatori Fabra),01/02/2023,14,O3,µg/m3,background,suburban,8019,Barcelona,13,Barcelonès,76.0,75.0,75.0,71.0,67.0,66.0,66.0,66.0,63.0,67.0,66.0,64.0,66.0,71.0,74.0,71.0,68.0,71.0,66.0,57.0,66.0,72.0,75.0,78.0,415,41.41843,2.1238973,POINT (2.1238973 41.41843)
2770,17184001,Santa Pau,20/03/2023,12,NOX,µg/m3,background,rural,17184,Santa Pau,19,Garrotxa,2.0,2.0,2.0,2.0,2.0,3.0,4.0,7.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,2.0,496,42.14328,2.5102024,
8886,8102005,Igualada,04/03/2023,9,PM2.5,µg/m3,industrial,suburban,8102,Igualada,6,Anoia,,,,,,,,,,,,,,,,,,,,,,,,,311,41.5784,1.6230061,POINT (1.6230061 41.5784)
5891,8019004,Barcelona (Poblenou),12/03/2023,8,NO2,µg/m3,background,urban,8019,Barcelona,13,Barcelonès,46.0,45.0,35.0,34.0,24.0,23.0,31.0,30.0,27.0,11.0,3.0,3.0,5.0,6.0,8.0,11.0,7.0,9.0,12.0,9.0,10.0,14.0,20.0,27.0,3,41.40388,2.204501,POINT (2.204501 41.40388)
18506,8089005,Gavà,05/02/2023,8,NO2,µg/m3,background,suburban,8089,Gavà,11,Baix Llobregat,7.0,8.0,10.0,10.0,7.0,5.0,7.0,7.0,5.0,6.0,7.0,7.0,8.0,9.0,7.0,7.0,8.0,14.0,14.0,14.0,15.0,15.0,12.0,11.0,25,41.303097,1.9914981,POINT (1.9914981 41.303097)
8864,43103001,Perafort (Puigdelfí),04/03/2023,30,C6H6,µg/m3,industrial,rural,43103,Perafort,36,Tarragonès,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,5.6,2.0,5.5,1.0,0.6,0.6,0.9,1.2,0.6,1.4,0.9,1.0,0.6,97,41.193604,1.2367008,POINT (1.2367008 41.193604)
24603,8089005,Gavà,20/01/2023,14,O3,µg/m3,background,suburban,8089,Gavà,11,Baix Llobregat,72.0,69.0,66.0,63.0,59.0,38.0,29.0,22.0,15.0,12.0,37.0,58.0,61.0,71.0,73.0,76.0,74.0,59.0,44.0,62.0,68.0,47.0,38.0,41.0,25,41.303097,1.9914981,POINT (1.9914981 41.303097)
15581,8019057,Barcelona (Palau Reial),13/02/2023,14,O3,µg/m3,background,urban,8019,Barcelona,13,Barcelonès,60.0,72.0,67.0,69.0,58.0,52.0,42.0,14.0,4.0,6.0,26.0,74.0,75.0,88.0,94.0,95.0,94.0,95.0,89.0,63.0,29.0,23.0,20.0,19.0,81,41.38749,2.1151996,POINT (2.1151996 41.38749)
890,8019043,Barcelona (Eixample),25/03/2023,6,CO,mg/m3,traffic,urban,8019,Barcelona,13,Barcelonès,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,26,41.385315,2.1537998,
1545,43047001,Constantí,23/03/2023,12,NOX,µg/m3,industrial,suburban,43047,Constantí,36,Tarragonès,6.0,7.0,8.0,5.0,5.0,7.0,15.0,44.0,44.0,20.0,16.0,28.0,27.0,16.0,13.0,15.0,17.0,16.0,16.0,28.0,20.0,18.0,19.0,12.0,56,41.15493,1.2177014,
20092,8121013,Mataró,01/02/2023,8,NO2,µg/m3,background,urban,8121,Mataró,21,Maresme,32.0,29.0,23.0,28.0,36.0,44.0,47.0,68.0,67.0,30.0,20.0,10.0,9.0,9.0,8.0,9.0,18.0,20.0,44.0,80.0,73.0,67.0,46.0,39.0,40,41.547176,2.4432983,POINT (2.4432983 41.547176)
11125,8263007,Sant Vicenç dels Horts,26/02/2023,7,NO,µg/m3,industrial,suburban,8263,Sant Vicenç dels Horts,11,Baix Llobregat,1.0,1.0,3.0,14.0,64.0,18.0,23.0,6.0,10.0,5.0,6.0,13.0,10.0,10.0,10.0,22.0,1.0,3.0,2.0,2.0,4.0,5.0,1.0,4.0,65,41.400845,1.9997202,POINT (1.9997202 41.400845)
20056,8301004,Viladecans - Atrium,01/02/2023,1,SO2,µg/m3,background,suburban,8301,Viladecans,11,Baix Llobregat,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,14,41.31335,2.0136087,POINT (2.0136087 41.31335)
15216,43123005,Reus,14/02/2023,8,NO2,µg/m3,traffic,suburban,43123,Reus,8,Baix Camp,9.0,14.0,14.0,17.0,10.0,18.0,40.0,61.0,65.0,53.0,10.0,7.0,7.0,7.0,8.0,11.0,11.0,21.0,40.0,88.0,82.0,59.0,59.0,42.0,102,41.150803,1.1202013,POINT (1.1202013 41.150803)
15187,8157003,Pallejà (Roca de Vilana),14/02/2023,8,NO2,µg/m3,industrial,suburban,8157,Pallejà,11,Baix Llobregat,36.0,33.0,28.0,18.0,17.0,16.0,16.0,17.0,36.0,49.0,46.0,47.0,45.0,28.0,14.0,15.0,22.0,29.0,12.0,7.0,10.0,18.0,21.0,38.0,82,41.41528,1.9905012,POINT (1.9905012 41.41528)
17571,43070001,Els Guiamets,08/02/2023,14,O3,µg/m3,background,rural,43070,"Guiamets, els",29,Priorat,78.0,79.0,75.0,73.0,74.0,74.0,67.0,54.0,56.0,66.0,73.0,72.0,75.0,74.0,72.0,69.0,71.0,71.0,58.0,56.0,66.0,69.0,69.0,60.0,220,41.100723,0.755101,POINT (0.755101 41.100723)
20221,8169008,El Prat de Llobregat (Jardins de la Pau),01/02/2023,7,NO,µg/m3,background,suburban,8169,"Prat de Llobregat, el",11,Baix Llobregat,2.0,2.0,2.0,1.0,1.0,2.0,2.0,6.0,9.0,13.0,9.0,8.0,8.0,7.0,5.0,4.0,3.0,5.0,4.0,10.0,42.0,53.0,21.0,4.0,5,41.321487,2.0977015,POINT (2.0977015 41.321487)
20033,8279011,Terrassa,01/02/2023,8,NO2,µg/m3,traffic,urban,8279,Terrassa,40,Vallès Occidental,48.0,15.0,14.0,20.0,42.0,30.0,46.0,58.0,47.0,52.0,26.0,17.0,16.0,21.0,19.0,24.0,31.0,60.0,90.0,81.0,70.0,53.0,30.0,18.0,109,41.556114,2.0073977,POINT (2.0073977 41.556114)
7201,8263001,Sant Vicenç dels Horts (Ribot),08/03/2023,10,PM10,µg/m3,background,suburban,8263,Sant Vicenç dels Horts,11,Baix Llobregat,16.0,23.0,20.0,16.0,13.0,18.0,34.0,28.0,38.0,,,,,,14.0,17.0,15.0,15.0,13.0,16.0,16.0,26.0,30.0,42.0,38,41.39219,2.0097985,POINT (2.0097985 41.39219)
8797,8263001,Sant Vicenç dels Horts (Ribot),04/03/2023,14,O3,µg/m3,background,suburban,8263,Sant Vicenç dels Horts,11,Baix Llobregat,3.0,1.0,1.0,1.0,1.0,7.0,7.0,13.0,22.0,34.0,44.0,49.0,62.0,69.0,79.0,89.0,83.0,71.0,44.0,47.0,31.0,19.0,14.0,5.0,38,41.39219,2.0097985,POINT (2.0097985 41.39219)
6323,8184006,Rubí,11/03/2023,7,NO,µg/m3,background,urban,8184,Rubí,40,Vallès Occidental,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,171,41.492115,2.0424972,POINT (2.0424972 41.492115)
24724,8205002,Sant Cugat del Vallès,19/01/2023,8,NO2,µg/m3,background,urban,8205,Sant Cugat del Vallès,40,Vallès Occidental,5.0,5.0,6.0,4.0,4.0,7.0,12.0,20.0,30.0,22.0,12.0,10.0,8.0,8.0,7.0,8.0,10.0,13.0,28.0,31.0,15.0,12.0,11.0,6.0,113,41.476814,2.0889983,POINT (2.0889983 41.476814)
7396,8125002,Montcada i Reixac,08/03/2023,6,CO,mg/m3,traffic,suburban,8125,Montcada i Reixac,40,Vallès Occidental,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.7,0.6,0.5,0.4,0.4,0.4,0.4,0.2,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,34,41.48197,2.1882975,POINT (2.1882975 41.48197)
5562,8301004,Viladecans - Atrium,13/03/2023,1,SO2,µg/m3,background,suburban,8301,Viladecans,11,Baix Llobregat,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,14,41.31335,2.0136087,POINT (2.0136087 41.31335)
13353,8169009,El Prat de Llobregat (Sagnier),19/02/2023,6,CO,mg/m3,background,suburban,8169,"Prat de Llobregat, el",11,Baix Llobregat,0.4,0.4,0.3,0.3,0.3,0.3,,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.5,0.6,0.5,7,41.321774,2.0821,POINT (2.0821 41.321774)
3055,8124009,Mollet del Vallès,19/03/2023,12,NOX,µg/m3,traffic,suburban,8124,Mollet del Vallès,41,Vallès Oriental,44.0,60.0,38.0,48.0,47.0,32.0,78.0,67.0,51.0,28.0,21.0,9.0,11.0,10.0,8.0,8.0,8.0,6.0,6.0,7.0,9.0,11.0,63.0,84.0,90,41.549183,2.2120984,
12950,8307012,Vilanova i la Geltrú,21/02/2023,7,NO,µg/m3,traffic,suburban,8307,Vilanova i la Geltrú,17,Garraf,2.0,2.0,2.0,1.0,1.0,2.0,9.0,26.0,58.0,62.0,41.0,6.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,12,41.218987,1.7211995,POINT (1.7211995 41.218987)
20592,8125002,Montcada i Reixac,31/01/2023,8,NO2,µg/m3,traffic,suburban,8125,Montcada i Reixac,40,Vallès Occidental,24.0,23.0,41.0,45.0,44.0,48.0,58.0,69.0,56.0,80.0,32.0,27.0,22.0,15.0,16.0,29.0,51.0,64.0,74.0,76.0,79.0,80.0,74.0,69.0,34,41.48197,2.1882975,POINT (2.1882975 41.48197)
11036,43014001,Amposta,26/02/2023,7,NO,µg/m3,background,suburban,43014,Amposta,22,Montsià,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,8,40.706703,0.5817011,POINT (0.5817011 40.706703)
21663,43005002,Alcover,28/01/2023,12,NOX,µg/m3,industrial,rural,43005,Alcover,1,Alt Camp,5.0,5.0,5.0,8.0,7.0,6.0,7.0,10.0,7.0,29.0,24.0,26.0,19.0,11.0,9.0,9.0,14.0,16.0,8.0,7.0,7.0,11.0,10.0,5.0,238,41.278687,1.1798977,POINT (1.1798977 41.278687)
1025,8112003,Manlleu,25/03/2023,12,NOX,µg/m3,background,suburban,8112,Manlleu,24,Osona,23.0,18.0,17.0,22.0,19.0,24.0,25.0,30.0,31.0,30.0,21.0,9.0,8.0,7.0,6.0,6.0,8.0,8.0,10.0,12.0,18.0,20.0,25.0,31.0,460,42.003307,2.2872992,
8782,8101001,L'Hospitalet de Llobregat,04/03/2023,7,NO,µg/m3,background,urban,8101,"Hospitalet de Llobregat, l'",13,Barcelonès,3.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,9.0,29,41.370476,2.1149993,POINT (2.1149993 41.370476)
7131,25196001,Montsec,08/03/2023,6,CO,mg/m3,background,rural,25196,Sant Esteve de la Sarga,25,Pallars Jussà,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,1570,42.05132,0.7295987,POINT (0.7295987 42.05132)
23932,8019058,Barcelona (Observatori Fabra),22/01/2023,14,O3,µg/m3,background,suburban,8019,Barcelona,13,Barcelonès,73.0,73.0,69.0,71.0,69.0,72.0,72.0,73.0,74.0,71.0,71.0,68.0,71.0,72.0,76.0,70.0,72.0,72.0,73.0,77.0,71.0,63.0,70.0,75.0,415,41.41843,2.1238973,POINT (2.1238973 41.41843)
8266,8112003,Manlleu,05/03/2023,8,NO2,µg/m3,background,suburban,8112,Manlleu,24,Osona,32.0,25.0,27.0,25.0,20.0,22.0,19.0,22.0,20.0,18.0,21.0,12.0,9.0,7.0,7.0,6.0,8.0,9.0,17.0,40.0,64.0,51.0,46.0,30.0,460,42.003307,2.2872992,POINT (2.2872992 42.003307)
23669,8305006,Vilafranca del Penedès,22/01/2023,12,NOX,µg/m3,background,suburban,8305,Vilafranca del Penedès,3,Alt Penedès,2.0,2.0,3.0,8.0,8.0,11.0,9.0,9.0,10.0,10.0,10.0,11.0,7.0,4.0,3.0,2.0,2.0,3.0,8.0,16.0,46.0,22.0,18.0,14.0,192,41.346813,1.6865987,POINT (1.6865987 41.346813)
3132,8089005,Gavà,19/03/2023,12,NOX,µg/m3,background,suburban,8089,Gavà,11,Baix Llobregat,12.0,11.0,12.0,15.0,17.0,14.0,13.0,13.0,14.0,18.0,12.0,8.0,8.0,7.0,8.0,7.0,6.0,7.0,8.0,12.0,11.0,12.0,13.0,11.0,25,41.303097,1.9914981,
24445,8279011,Terrassa,20/01/2023,10,PM10,µg/m3,traffic,urban,8279,Terrassa,40,Vallès Occidental,7.0,10.0,7.0,8.0,6.0,9.0,14.0,15.0,42.0,55.0,33.0,21.0,7.0,7.0,10.0,11.0,11.0,11.0,13.0,13.0,14.0,23.0,13.0,8.0,109,41.556114,2.0073977,POINT (2.0073977 41.556114)
22550,43103001,Perafort (Puigdelfí),25/01/2023,9,PM2.5,µg/m3,industrial,rural,43103,Perafort,36,Tarragonès,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,10.0,11.0,12.0,12.0,9.0,10.0,10.0,11.0,12.0,20.0,17.0,25.0,19.0,22.0,21.0,97,41.193604,1.2367008,POINT (1.2367008 41.193604)
19827,8196001,Sant Andreu de la Barca,02/02/2023,12,NOX,µg/m3,traffic,suburban,8196,Sant Andreu de la Barca,11,Baix Llobregat,64.0,62.0,56.0,38.0,42.0,74.0,100.0,165.0,179.0,132.0,71.0,54.0,47.0,44.0,57.0,52.0,23.0,28.0,26.0,22.0,27.0,45.0,96.0,74.0,40,41.4508,1.9748996,POINT (1.9748996 41.4508)
15315,8202001,Sant Celoni,14/02/2023,65,H2S,µg/m3,background,suburban,8202,Sant Celoni,41,Vallès Oriental,2.4,2.5,2.0,2.4,1.8,2.5,2.3,3.6,3.7,3.3,2.8,2.4,2.2,3.0,3.3,3.0,2.9,2.6,2.8,3.4,3.9,3.9,3.6,3.5,145,41.6891,2.495701,POINT (2.495701 41.6891)
21078,8202001,Sant Celoni,29/01/2023,10,PM10,µg/m3,background,suburban,8202,Sant Celoni,41,Vallès Oriental,13.0,14.0,14.0,14.0,16.0,14.0,15.0,15.0,15.0,18.0,15.0,12.0,8.0,9.0,7.0,7.0,9.0,17.0,31.0,46.0,43.0,44.0,39.0,33.0,145,41.6891,2.495701,POINT (2.495701 41.6891)
13295,8019054,Barcelona (Parc Vall Hebron),20/02/2023,14,O3,µg/m3,background,urban,8019,Barcelona,13,Barcelonès,31.0,35.0,58.0,44.0,48.0,22.0,7.0,6.0,16.0,16.0,21.0,63.0,74.0,83.0,71.0,74.0,77.0,74.0,79.0,84.0,67.0,34.0,42.0,54.0,136,41.42611,2.1480017,POINT (2.1480017 41.42611)
14402,8102005,Igualada,17/02/2023,12,NOX,µg/m3,industrial,suburban,8102,Igualada,6,Anoia,22.0,18.0,16.0,15.0,13.0,33.0,41.0,120.0,127.0,134.0,102.0,105.0,42.0,18.0,16.0,20.0,22.0,27.0,52.0,82.0,65.0,47.0,41.0,35.0,311,41.5784,1.6230061,POINT (1.6230061 41.5784)
5623,43123005,Reus,13/03/2023,12,NOX,µg/m3,traffic,suburban,43123,Reus,8,Baix Camp,43.0,38.0,30.0,26.0,20.0,26.0,47.0,53.0,39.0,29.0,28.0,50.0,38.0,28.0,19.0,17.0,23.0,52.0,55.0,60.0,70.0,71.0,16.0,5.0,102,41.150803,1.1202013,POINT (1.1202013 41.150803)
2494,17125001,Pardines,21/03/2023,14,O3,µg/m3,background,rural,17125,Pardines,31,Ripollès,47.0,47.0,47.0,44.0,41.0,38.0,44.0,47.0,35.0,48.0,62.0,71.0,78.0,84.0,90.0,87.0,83.0,82.0,82.0,81.0,70.0,53.0,48.0,49.0,1226,42.31196,2.2130551,
21625,43005002,Alcover,28/01/2023,7,NO,µg/m3,industrial,rural,43005,Alcover,1,Alt Camp,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,238,41.278687,1.1798977,POINT (1.1798977 41.278687)
7438,25196001,Montsec,08/03/2023,8,NO2,µg/m3,background,rural,25196,Sant Esteve de la Sarga,25,Pallars Jussà,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,1570,42.05132,0.7295987,POINT (0.7295987 42.05132)
13989,43171002,Vila-seca (IES Vila-seca),18/02/2023,8,NO2,µg/m3,background,suburban,43171,Vila-seca,36,Tarragonès,48.0,30.0,25.0,15.0,15.0,18.0,38.0,43.0,42.0,32.0,34.0,33.0,20.0,13.0,9.0,6.0,4.0,7.0,17.0,23.0,65.0,71.0,65.0,51.0,33,41.102505,1.1494449,POINT (1.1494449 41.102505)
22199,8019050,Barcelona (Ciutadella),26/01/2023,14,O3,µg/m3,background,urban,8019,Barcelona,13,Barcelonès,40.0,41.0,40.0,35.0,36.0,31.0,22.0,18.0,12.0,13.0,30.0,38.0,44.0,40.0,37.0,40.0,39.0,34.0,14.0,16.0,8.0,1.0,3.0,21.0,7,41.386406,2.1873982,POINT (2.1873982 41.386406)
5392,8019057,Barcelona (Palau Reial),13/03/2023,7,NO,µg/m3,background,urban,8019,Barcelona,13,Barcelonès,2.0,10.0,10.0,1.0,1.0,5.0,12.0,15.0,14.0,16.0,7.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81,41.38749,2.1151996,POINT (2.1151996 41.38749)
4510,43148003,Tarragona (Bonavista),16/03/2023,7,NO,µg/m3,industrial,suburban,43148,Tarragona,36,Tarragonès,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39,41.11591,1.1919986,
25001,8169009,El Prat de Llobregat (Sagnier),19/01/2023,6,CO,mg/m3,background,suburban,8169,"Prat de Llobregat, el",11,Baix Llobregat,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,7,41.321774,2.0821,POINT (2.0821 41.321774)
21735,8019058,Barcelona (Observatori Fabra),28/01/2023,7,NO,µg/m3,background,suburban,8019,Barcelona,13,Barcelonès,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,415,41.41843,2.1238973,POINT (2.1238973 41.41843)
6988,17013001,Begur,09/03/2023,7,NO,µg/m3,background,rural,17013,Begur,10,Baix Empordà,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,200,41.95867,3.2129009,POINT (3.2129009 41.95867)
13780,8113007,Manresa,18/02/2023,1,SO2,µg/m3,traffic,urban,8113,Manresa,7,Bages,9.0,10.0,9.0,9.0,9.0,9.0,11.0,12.0,13.0,17.0,14.0,12.0,13.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,8.0,238,41.730293,1.8253003,POINT (1.8253003 41.730293)
20120,8245012,Santa Coloma de Gramenet,01/02/2023,7,NO,µg/m3,background,urban,8245,Santa Coloma de Gramenet,13,Barcelonès,27.0,45.0,18.0,35.0,23.0,15.0,22.0,42.0,39.0,37.0,32.0,,8.0,4.0,3.0,3.0,5.0,3.0,4.0,20.0,49.0,2.0,1.0,1.0,23,41.447422,2.209497,POINT (2.209497 41.447422)
7091,8089005,Gavà,09/03/2023,12,NOX,µg/m3,background,suburban,8089,Gavà,11,Baix Llobregat,25.0,18.0,14.0,12.0,10.0,14.0,20.0,41.0,71.0,12.0,10.0,12.0,10.0,8.0,9.0,10.0,14.0,10.0,10.0,8.0,10.0,11.0,12.0,12.0,25,41.303097,1.9914981,POINT (1.9914981 41.303097)
16700,8124009,Mollet del Vallès,10/02/2023,8,NO2,µg/m3,traffic,suburban,8124,Mollet del Vallès,41,Vallès Oriental,44.0,44.0,33.0,34.0,36.0,38.0,54.0,56.0,59.0,63.0,62.0,42.0,33.0,20.0,9.0,18.0,26.0,34.0,48.0,91.0,84.0,82.0,67.0,54.0,90,41.549183,2.2120984,POINT (2.2120984 41.549183)
17121,25119002,Juneda (Pla del Molí),09/02/2023,7,NO,µg/m3,background,rural,25119,Juneda,18,Garrigues,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,6.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,255,41.544083,0.8299007,POINT (0.8299007 41.544083)
5429,8121013,Mataró,13/03/2023,8,NO2,µg/m3,background,urban,8121,Mataró,21,Maresme,12.0,12.0,22.0,31.0,44.0,48.0,46.0,48.0,55.0,46.0,36.0,17.0,9.0,9.0,7.0,8.0,11.0,20.0,34.0,35.0,27.0,33.0,34.0,34.0,40,41.547176,2.4432983,POINT (2.4432983 41.547176)
18477,8019057,Barcelona (Palau Reial),05/02/2023,6,CO,mg/m3,background,urban,8019,Barcelona,13,Barcelonès,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.7,81,41.38749,2.1151996,POINT (2.1151996 41.38749)
17165,8263001,Sant Vicenç dels Horts (Ribot),09/02/2023,8,NO2,µg/m3,background,suburban,8263,Sant Vicenç dels Horts,11,Baix Llobregat,15.0,7.0,7.0,14.0,18.0,25.0,39.0,78.0,86.0,72.0,,,,,,,21.0,23.0,32.0,31.0,34.0,31.0,45.0,35.0,38,41.39219,2.0097985,POINT (2.0097985 41.39219)
4089,8022006,Berga,17/03/2023,7,NO,µg/m3,background,suburban,8022,Berga,14,Berguedà,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,6.0,8.0,15.0,9.0,5.0,3.0,2.0,661,42.0979,1.8482014,
9769,43148001,Tarragona (Sant Salvador),01/03/2023,65,H2S,µg/m3,traffic,suburban,43148,Tarragona,36,Tarragonès,1.4,1.5,1.4,1.4,1.4,1.7,1.6,1.7,1.6,1.5,1.6,1.8,1.6,1.5,1.4,1.4,1.3,1.3,1.4,1.4,1.5,1.7,1.9,1.7,77,41.15951,1.2396973,POINT (1.2396973 41.15951)
16311,43014001,Amposta,11/02/2023,8,NO2,µg/m3,background,suburban,43014,Amposta,22,Montsià,11.0,9.0,9.0,4.0,5.0,4.0,6.0,7.0,8.0,8.0,10.0,11.0,7.0,5.0,4.0,4.0,5.0,8.0,21.0,42.0,46.0,56.0,55.0,47.0,8,40.706703,0.5817011,POINT (0.5817011 40.706703)
23955,8279011,Terrassa,22/01/2023,12,NOX,µg/m3,traffic,urban,8279,Terrassa,40,Vallès Occidental,63.0,44.0,26.0,31.0,27.0,22.0,72.0,66.0,56.0,38.0,17.0,16.0,15.0,19.0,13.0,16.0,18.0,45.0,111.0,156.0,35.0,113.0,93.0,66.0,109,41.556114,2.0073977,POINT (2.0073977 41.556114)
17424,8194008,Sant Adrià de Besòs,08/02/2023,8,NO2,µg/m3,traffic,urban,8194,Sant Adrià de Besòs,13,Barcelonès,4.0,3.0,3.0,3.0,3.0,6.0,13.0,17.0,21.0,17.0,15.0,8.0,8.0,8.0,9.0,7.0,8.0,11.0,17.0,8.0,7.0,11.0,13.0,9.0,7,41.425594,2.2221997,POINT (2.2221997 41.425594)
2626,43171002,Vila-seca (IES Vila-seca),21/03/2023,9,PM2.5,µg/m3,background,suburban,43171,Vila-seca,36,Tarragonès,10.0,10.0,10.0,10.0,11.0,12.0,12.0,15.0,17.0,14.0,9.0,6.0,7.0,6.0,6.0,5.0,6.0,5.0,7.0,9.0,11.0,11.0,12.0,16.0,33,41.102505,1.1494449,
